"variable","variable.label","model","model.label","treatment","full.treatment.name","Rhat"
"bulk.n.percent","TN (%)","strip.plot.random","Strip and plot random effects","D","Acorn",1.000321923
"bulk.n.percent","TN (%)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.000371528
"bulk.n.percent","TN (%)","strip.plot.random","Strip and plot random effects","R","Reference",1.000373083
"bulk.c.percent","TC (%)","simple","Fixed effects only","A","Balled-and-burlapped",1.00049970946035
"bulk.c.percent","TC (%)","simple","Fixed effects only","B","Bareroot",1.00010110957155
"bulk.c.percent","TC (%)","simple","Fixed effects only","C","Seedling",1.00019231910362
"bulk.c.percent","TC (%)","simple","Fixed effects only","D","Acorn",1.00021556136343
"bulk.c.percent","TC (%)","simple","Fixed effects only","E","Seedbank",1.00033486854877
"bulk.c.percent","TC (%)","simple","Fixed effects only","R","Reference",1.00018224218644
"bulk.c.percent","TC (%)","strip.random","Strip random effects","A","Balled-and-burlapped",1.00101767934464
"bulk.c.percent","TC (%)","strip.random","Strip random effects","B","Bareroot",1.00082341106171
"bulk.c.percent","TC (%)","strip.random","Strip random effects","C","Seedling",1.00053071050329
"bulk.c.percent","TC (%)","strip.random","Strip random effects","D","Acorn",1.00053401205105
"bulk.c.percent","TC (%)","strip.random","Strip random effects","E","Seedbank",1.00099930700024
"bulk.c.percent","TC (%)","strip.random","Strip random effects","R","Reference",1.00066166826324
"bulk.c.percent","TC (%)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.00185860518976
"bulk.c.percent","TC (%)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.00165819997833
"bulk.c.percent","TC (%)","strip.plot.random","Strip and plot random effects","C","Seedling",1.00172993853052
"bulk.c.percent","TC (%)","strip.plot.random","Strip and plot random effects","D","Acorn",1.00190582295992
"bulk.c.percent","TC (%)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.0019738494731
"bulk.c.percent","TC (%)","strip.plot.random","Strip and plot random effects","R","Reference",1.00307210477329
"bulk.cn.ratio","C:N Ratio","simple","Fixed effects only","A","Balled-and-burlapped",1.000697711
"bulk.cn.ratio","C:N Ratio","simple","Fixed effects only","B","Bareroot",1.00044043
"bulk.cn.ratio","C:N Ratio","simple","Fixed effects only","C","Seedling",1.000374392
"bulk.cn.ratio","C:N Ratio","simple","Fixed effects only","D","Acorn",1.000441531
"bulk.cn.ratio","C:N Ratio","simple","Fixed effects only","E","Seedbank",1.000572849
"bulk.cn.ratio","C:N Ratio","simple","Fixed effects only","R","Reference",1.00055376
"bulk.cn.ratio","C:N Ratio","strip.random","Strip random effects","A","Balled-and-burlapped",1.000277898
"bulk.cn.ratio","C:N Ratio","strip.random","Strip random effects","B","Bareroot",1.000290854
"bulk.cn.ratio","C:N Ratio","strip.random","Strip random effects","C","Seedling",1.000071707
"bulk.cn.ratio","C:N Ratio","strip.random","Strip random effects","D","Acorn",1.000290838
"bulk.cn.ratio","C:N Ratio","strip.random","Strip random effects","E","Seedbank",1.000233426
"bulk.cn.ratio","C:N Ratio","strip.random","Strip random effects","R","Reference",1.000234947
"bulk.cn.ratio","C:N Ratio","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.000380388
"bulk.cn.ratio","C:N Ratio","strip.plot.random","Strip and plot random effects","B","Bareroot",1.000369642
"bulk.cn.ratio","C:N Ratio","strip.plot.random","Strip and plot random effects","C","Seedling",1.000367676
"bulk.cn.ratio","C:N Ratio","strip.plot.random","Strip and plot random effects","D","Acorn",1.000286957
"bulk.cn.ratio","C:N Ratio","strip.plot.random","Strip and plot random effects","E","Seedbank",1.000148369
"bulk.cn.ratio","C:N Ratio","strip.plot.random","Strip and plot random effects","R","Reference",1.000418301
"toc.percent","SOC (%)","simple","Fixed effects only","A","Balled-and-burlapped",1.00054489548053
"toc.percent","SOC (%)","simple","Fixed effects only","B","Bareroot",1.00030942961691
"toc.percent","SOC (%)","simple","Fixed effects only","C","Seedling",1.00025959833731
"toc.percent","SOC (%)","simple","Fixed effects only","D","Acorn",1.00051061500694
"toc.percent","SOC (%)","simple","Fixed effects only","E","Seedbank",1.00040221620862
"toc.percent","SOC (%)","simple","Fixed effects only","R","Reference",1.00051367217078
"toc.percent","SOC (%)","strip.random","Strip random effects","A","Balled-and-burlapped",1.00074358690098
"toc.percent","SOC (%)","strip.random","Strip random effects","B","Bareroot",1.00105391850422
"toc.percent","SOC (%)","strip.random","Strip random effects","C","Seedling",1.00047220814485
"toc.percent","SOC (%)","strip.random","Strip random effects","D","Acorn",1.00078031150219
"toc.percent","SOC (%)","strip.random","Strip random effects","E","Seedbank",1.00058698006706
"toc.percent","SOC (%)","strip.random","Strip random effects","R","Reference",1.00058008812469
"toc.percent","SOC (%)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.00066306175116
"toc.percent","SOC (%)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.00031572266172
"toc.percent","SOC (%)","strip.plot.random","Strip and plot random effects","C","Seedling",1.00049580485415
"toc.percent","SOC (%)","strip.plot.random","Strip and plot random effects","D","Acorn",1.00084746142525
"toc.percent","SOC (%)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.00063669892173
"toc.percent","SOC (%)","strip.plot.random","Strip and plot random effects","R","Reference",1.00112281616029
"sand","Sand (%)","simple","Fixed effects only","A","Balled-and-burlapped",1.000563213
"sand","Sand (%)","simple","Fixed effects only","B","Bareroot",1.000407925
"sand","Sand (%)","simple","Fixed effects only","C","Seedling",1.000306475
"sand","Sand (%)","simple","Fixed effects only","D","Acorn",1.000239756
"sand","Sand (%)","simple","Fixed effects only","E","Seedbank",1.000297321
"sand","Sand (%)","simple","Fixed effects only","R","Reference",1.000339684
"sand","Sand (%)","strip.random","Strip random effects","A","Balled-and-burlapped",1.000405785
"sand","Sand (%)","strip.random","Strip random effects","B","Bareroot",1.000237998
"sand","Sand (%)","strip.random","Strip random effects","C","Seedling",1.000195591
"sand","Sand (%)","strip.random","Strip random effects","D","Acorn",1.000294206
"sand","Sand (%)","strip.random","Strip random effects","E","Seedbank",1.000221307
"sand","Sand (%)","strip.random","Strip random effects","R","Reference",1.000183053
"sand","Sand (%)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.000581674
"sand","Sand (%)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.000395915
"sand","Sand (%)","strip.plot.random","Strip and plot random effects","C","Seedling",1.000430419
"sand","Sand (%)","strip.plot.random","Strip and plot random effects","D","Acorn",1.000424514
"sand","Sand (%)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.000349003
"sand","Sand (%)","strip.plot.random","Strip and plot random effects","R","Reference",1.000255508
"silt","Silt (%)","simple","Fixed effects only","A","Balled-and-burlapped",1.000306309
"silt","Silt (%)","simple","Fixed effects only","B","Bareroot",1.000227446
"silt","Silt (%)","simple","Fixed effects only","C","Seedling",1.000343313
"silt","Silt (%)","simple","Fixed effects only","D","Acorn",1.000173768
"silt","Silt (%)","simple","Fixed effects only","E","Seedbank",1.000225695
"silt","Silt (%)","simple","Fixed effects only","R","Reference",1.000193045
"silt","Silt (%)","strip.random","Strip random effects","A","Balled-and-burlapped",1.000324237
"silt","Silt (%)","strip.random","Strip random effects","B","Bareroot",1.000449281
"silt","Silt (%)","strip.random","Strip random effects","C","Seedling",1.000169496
"silt","Silt (%)","strip.random","Strip random effects","D","Acorn",1.000274666
"silt","Silt (%)","strip.random","Strip random effects","E","Seedbank",1.000227373
"silt","Silt (%)","strip.random","Strip random effects","R","Reference",1.000178527
"silt","Silt (%)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.000167374
"silt","Silt (%)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.000060823
"silt","Silt (%)","strip.plot.random","Strip and plot random effects","C","Seedling",1.000037586
"silt","Silt (%)","strip.plot.random","Strip and plot random effects","D","Acorn",1.000233739
"silt","Silt (%)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.000169892
"silt","Silt (%)","strip.plot.random","Strip and plot random effects","R","Reference",1.000463906
"clay","Clay (%)","simple","Fixed effects only","A","Balled-and-burlapped",1.000280441
"clay","Clay (%)","simple","Fixed effects only","B","Bareroot",1.00030423
"clay","Clay (%)","simple","Fixed effects only","C","Seedling",1.000230642
"clay","Clay (%)","simple","Fixed effects only","D","Acorn",1.00018122
"clay","Clay (%)","simple","Fixed effects only","E","Seedbank",1.00024074
"clay","Clay (%)","simple","Fixed effects only","R","Reference",1.00022486
"clay","Clay (%)","strip.random","Strip random effects","A","Balled-and-burlapped",1.000445723
"clay","Clay (%)","strip.random","Strip random effects","B","Bareroot",1.000198016
"clay","Clay (%)","strip.random","Strip random effects","C","Seedling",1.000337234
"clay","Clay (%)","strip.random","Strip random effects","D","Acorn",1.000285598
"clay","Clay (%)","strip.random","Strip random effects","E","Seedbank",1.000291735
"clay","Clay (%)","strip.random","Strip random effects","R","Reference",1.000290017
"clay","Clay (%)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.000594264
"clay","Clay (%)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.000363372
"clay","Clay (%)","strip.plot.random","Strip and plot random effects","C","Seedling",1.000413615
"clay","Clay (%)","strip.plot.random","Strip and plot random effects","D","Acorn",1.000279311
"clay","Clay (%)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.000529083
"clay","Clay (%)","strip.plot.random","Strip and plot random effects","R","Reference",1.000339971
"ph","pH","simple","Fixed effects only","A","Balled-and-burlapped",1.00006572
"ph","pH","simple","Fixed effects only","B","Bareroot",0.999982065
"ph","pH","simple","Fixed effects only","C","Seedling",1.000139913
"ph","pH","simple","Fixed effects only","D","Acorn",1.000084681
"ph","pH","simple","Fixed effects only","E","Seedbank",1.000045164
"ph","pH","simple","Fixed effects only","R","Reference",0.999992497
"ph","pH","strip.random","Strip random effects","A","Balled-and-burlapped",1.000286051
"ph","pH","strip.random","Strip random effects","B","Bareroot",1.00014351
"ph","pH","strip.random","Strip random effects","C","Seedling",1.00025096
"ph","pH","strip.random","Strip random effects","D","Acorn",1.000209238
"ph","pH","strip.random","Strip random effects","E","Seedbank",1.000212643
"ph","pH","strip.random","Strip random effects","R","Reference",1.000185004
"ph","pH","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.000475705
"ph","pH","strip.plot.random","Strip and plot random effects","B","Bareroot",1.000267232
"ph","pH","strip.plot.random","Strip and plot random effects","C","Seedling",1.000194262
"ph","pH","strip.plot.random","Strip and plot random effects","D","Acorn",1.000273116
"ph","pH","strip.plot.random","Strip and plot random effects","E","Seedbank",1.000340767
"ph","pH","strip.plot.random","Strip and plot random effects","R","Reference",1.000310064
"p","P (ppm)","simple","Fixed effects only","A","Balled-and-burlapped",1.000446368
"p","P (ppm)","simple","Fixed effects only","B","Bareroot",1.000264344
"p","P (ppm)","simple","Fixed effects only","C","Seedling",1.000259765
"p","P (ppm)","simple","Fixed effects only","D","Acorn",1.000329702
"p","P (ppm)","simple","Fixed effects only","E","Seedbank",1.000305935
"p","P (ppm)","simple","Fixed effects only","R","Reference",1.000198262
"p","P (ppm)","strip.random","Strip random effects","A","Balled-and-burlapped",1.000467989
"p","P (ppm)","strip.random","Strip random effects","B","Bareroot",1.000459354
"p","P (ppm)","strip.random","Strip random effects","C","Seedling",1.000335579
"p","P (ppm)","strip.random","Strip random effects","D","Acorn",1.000212891
"p","P (ppm)","strip.random","Strip random effects","E","Seedbank",1.000232823
"p","P (ppm)","strip.random","Strip random effects","R","Reference",1.000388169
"p","P (ppm)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.00041867
"p","P (ppm)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.00032519
"p","P (ppm)","strip.plot.random","Strip and plot random effects","C","Seedling",1.000331057
"p","P (ppm)","strip.plot.random","Strip and plot random effects","D","Acorn",1.000221632
"p","P (ppm)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.000334483
"p","P (ppm)","strip.plot.random","Strip and plot random effects","R","Reference",1.000301672
"k","K (ppm)","simple","Fixed effects only","A","Balled-and-burlapped",1.000450995
"k","K (ppm)","simple","Fixed effects only","B","Bareroot",1.000172715
"k","K (ppm)","simple","Fixed effects only","C","Seedling",1.000200098
"k","K (ppm)","simple","Fixed effects only","D","Acorn",1.000240363
"k","K (ppm)","simple","Fixed effects only","E","Seedbank",1.000230166
"k","K (ppm)","simple","Fixed effects only","R","Reference",1.000255872
"k","K (ppm)","strip.random","Strip random effects","A","Balled-and-burlapped",1.0003222
"k","K (ppm)","strip.random","Strip random effects","B","Bareroot",1.00011522
"k","K (ppm)","strip.random","Strip random effects","C","Seedling",1.000229724
"k","K (ppm)","strip.random","Strip random effects","D","Acorn",1.000352369
"k","K (ppm)","strip.random","Strip random effects","E","Seedbank",1.000272126
"k","K (ppm)","strip.random","Strip random effects","R","Reference",1.000334532
"k","K (ppm)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.000455996
"k","K (ppm)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.000238806
"k","K (ppm)","strip.plot.random","Strip and plot random effects","C","Seedling",1.000497473
"k","K (ppm)","strip.plot.random","Strip and plot random effects","D","Acorn",1.000318187
"k","K (ppm)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.000436687
"k","K (ppm)","strip.plot.random","Strip and plot random effects","R","Reference",1.000224271
"ca","Ca (ppm)","simple","Fixed effects only","A","Balled-and-burlapped",1.000373725
"ca","Ca (ppm)","simple","Fixed effects only","B","Bareroot",1.00021345
"ca","Ca (ppm)","simple","Fixed effects only","C","Seedling",1.000294235
"ca","Ca (ppm)","simple","Fixed effects only","D","Acorn",1.000060551
"ca","Ca (ppm)","simple","Fixed effects only","E","Seedbank",1.000223763
"ca","Ca (ppm)","simple","Fixed effects only","R","Reference",1.000230249
"ca","Ca (ppm)","strip.random","Strip random effects","A","Balled-and-burlapped",1.000634135
"ca","Ca (ppm)","strip.random","Strip random effects","B","Bareroot",1.000412974
"ca","Ca (ppm)","strip.random","Strip random effects","C","Seedling",1.000437958
"ca","Ca (ppm)","strip.random","Strip random effects","D","Acorn",1.000280362
"ca","Ca (ppm)","strip.random","Strip random effects","E","Seedbank",1.00027718
"ca","Ca (ppm)","strip.random","Strip random effects","R","Reference",1.000235842
"ca","Ca (ppm)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.000193848
"ca","Ca (ppm)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.000237072
"ca","Ca (ppm)","strip.plot.random","Strip and plot random effects","C","Seedling",1.000331737
"ca","Ca (ppm)","strip.plot.random","Strip and plot random effects","D","Acorn",1.000161683
"ca","Ca (ppm)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.000199887
"ca","Ca (ppm)","strip.plot.random","Strip and plot random effects","R","Reference",1.000140284
"mg","Mg (ppm)","simple","Fixed effects only","A","Balled-and-burlapped",1.000417063
"mg","Mg (ppm)","simple","Fixed effects only","B","Bareroot",1.000082617
"mg","Mg (ppm)","simple","Fixed effects only","C","Seedling",1.000347424
"mg","Mg (ppm)","simple","Fixed effects only","D","Acorn",1.000147752
"mg","Mg (ppm)","simple","Fixed effects only","E","Seedbank",1.000171555
"mg","Mg (ppm)","simple","Fixed effects only","R","Reference",1.000238313
"mg","Mg (ppm)","strip.random","Strip random effects","A","Balled-and-burlapped",1.000563473
"mg","Mg (ppm)","strip.random","Strip random effects","B","Bareroot",1.000211167
"mg","Mg (ppm)","strip.random","Strip random effects","C","Seedling",1.000128169
"mg","Mg (ppm)","strip.random","Strip random effects","D","Acorn",1.00047989
"mg","Mg (ppm)","strip.random","Strip random effects","E","Seedbank",1.000387238
"mg","Mg (ppm)","strip.random","Strip random effects","R","Reference",1.000276985
"mg","Mg (ppm)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.000252164
"mg","Mg (ppm)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.000443239
"mg","Mg (ppm)","strip.plot.random","Strip and plot random effects","C","Seedling",1.000197527
"mg","Mg (ppm)","strip.plot.random","Strip and plot random effects","D","Acorn",1.000360702
"mg","Mg (ppm)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.000117111
"mg","Mg (ppm)","strip.plot.random","Strip and plot random effects","R","Reference",1.000269317
"som.percent","SOM (%)","simple","Fixed effects only","A","Balled-and-burlapped",1.000543541
"som.percent","SOM (%)","simple","Fixed effects only","B","Bareroot",1.000288027
"som.percent","SOM (%)","simple","Fixed effects only","C","Seedling",1.000360942
"som.percent","SOM (%)","simple","Fixed effects only","D","Acorn",1.000293371
"som.percent","SOM (%)","simple","Fixed effects only","E","Seedbank",1.000288366
"som.percent","SOM (%)","simple","Fixed effects only","R","Reference",1.00036149
"som.percent","SOM (%)","strip.random","Strip random effects","A","Balled-and-burlapped",1.000405086
"som.percent","SOM (%)","strip.random","Strip random effects","B","Bareroot",1.00036266
"som.percent","SOM (%)","strip.random","Strip random effects","C","Seedling",1.000256391
"som.percent","SOM (%)","strip.random","Strip random effects","D","Acorn",1.000223158
"som.percent","SOM (%)","strip.random","Strip random effects","E","Seedbank",1.000266569
"som.percent","SOM (%)","strip.random","Strip random effects","R","Reference",1.000269006
"som.percent","SOM (%)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.000408708
"som.percent","SOM (%)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.000404986
"som.percent","SOM (%)","strip.plot.random","Strip and plot random effects","C","Seedling",1.000226869
"som.percent","SOM (%)","strip.plot.random","Strip and plot random effects","D","Acorn",1.000410844
"som.percent","SOM (%)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.000315222
"som.percent","SOM (%)","strip.plot.random","Strip and plot random effects","R","Reference",1.000629108
"no3.n","NO3-N (ppm)","simple","Fixed effects only","A","Balled-and-burlapped",1.000470177
"no3.n","NO3-N (ppm)","simple","Fixed effects only","B","Bareroot",1.000267091
"no3.n","NO3-N (ppm)","simple","Fixed effects only","C","Seedling",1.000311581
"no3.n","NO3-N (ppm)","simple","Fixed effects only","D","Acorn",1.000374641
"no3.n","NO3-N (ppm)","simple","Fixed effects only","E","Seedbank",1.000268174
"no3.n","NO3-N (ppm)","simple","Fixed effects only","R","Reference",1.000347475
"no3.n","NO3-N (ppm)","strip.random","Strip random effects","A","Balled-and-burlapped",1.000162565
"no3.n","NO3-N (ppm)","strip.random","Strip random effects","B","Bareroot",1.000096707
"no3.n","NO3-N (ppm)","strip.random","Strip random effects","C","Seedling",1.000161556
"no3.n","NO3-N (ppm)","strip.random","Strip random effects","D","Acorn",1.000227699
"no3.n","NO3-N (ppm)","strip.random","Strip random effects","E","Seedbank",1.000242835
"no3.n","NO3-N (ppm)","strip.random","Strip random effects","R","Reference",1.000284826
"no3.n","NO3-N (ppm)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.000186143
"no3.n","NO3-N (ppm)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.000072404
"no3.n","NO3-N (ppm)","strip.plot.random","Strip and plot random effects","C","Seedling",1.000201327
"no3.n","NO3-N (ppm)","strip.plot.random","Strip and plot random effects","D","Acorn",1.000296742
"no3.n","NO3-N (ppm)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.000141078
"no3.n","NO3-N (ppm)","strip.plot.random","Strip and plot random effects","R","Reference",1.000231974
"nh4.n","NH4-N (ppm)","simple","Fixed effects only","A","Balled-and-burlapped",1.000526144
"nh4.n","NH4-N (ppm)","simple","Fixed effects only","B","Bareroot",1.000075176
"nh4.n","NH4-N (ppm)","simple","Fixed effects only","C","Seedling",1.000183213
"nh4.n","NH4-N (ppm)","simple","Fixed effects only","D","Acorn",1.000190526
"nh4.n","NH4-N (ppm)","simple","Fixed effects only","E","Seedbank",1.000350095
"nh4.n","NH4-N (ppm)","simple","Fixed effects only","R","Reference",1.00025218
"nh4.n","NH4-N (ppm)","strip.random","Strip random effects","A","Balled-and-burlapped",1.000284666
"nh4.n","NH4-N (ppm)","strip.random","Strip random effects","B","Bareroot",1.000219592
"nh4.n","NH4-N (ppm)","strip.random","Strip random effects","C","Seedling",1.000418225
"nh4.n","NH4-N (ppm)","strip.random","Strip random effects","D","Acorn",1.000313759
"nh4.n","NH4-N (ppm)","strip.random","Strip random effects","E","Seedbank",1.000281589
"nh4.n","NH4-N (ppm)","strip.random","Strip random effects","R","Reference",1.000155211
"nh4.n","NH4-N (ppm)","strip.plot.random","Strip and plot random effects","A","Balled-and-burlapped",1.000400418
"nh4.n","NH4-N (ppm)","strip.plot.random","Strip and plot random effects","B","Bareroot",1.000347509
"nh4.n","NH4-N (ppm)","strip.plot.random","Strip and plot random effects","C","Seedling",1.000196613
"nh4.n","NH4-N (ppm)","strip.plot.random","Strip and plot random effects","D","Acorn",1.0003235
"nh4.n","NH4-N (ppm)","strip.plot.random","Strip and plot random effects","E","Seedbank",1.000263923
"nh4.n","NH4-N (ppm)","strip.plot.random","Strip and plot random effects","R","Reference",1.00032683
"cec","CEC (meq/100 g)","simple","Fixed effects only","A","Balled-and-burlapped",1.000461479
"cec","CEC (meq/100 g)","simple","Fixed effects only","B","Bareroot",1.00050956
"cec","CEC (meq/100 g)","simple","Fixed effects only","C","Seedling",1.000377096
"cec","CEC (meq/100 g)","simple","Fixed effects only","D","Acorn",1.00029282
"cec","CEC (meq/100 g)","simple","Fixed effects only","E","Seedbank",1.000323963
